#{"t_start": 1713199055.6452086, "env_id": "None"}
r,l,t
621.987218,40,7131.992965
187.061052,12,7135.108021
505.564604,20,7139.925873
639.289673,23,7145.508965
287.609871,22,7152.074208
145.4491,11,7155.025076
1205.976071,69,7171.057237
257.386648,23,7176.356715
288.108004,18,7180.639386
255.761667,17,7185.03851
344.137588,11,7188.037555
233.825988,12,7191.190971
356.194588,16,7194.973198
638.789906,25,7201.269101
498.685243,22,7211.15479
173.646089,13,7214.339903
228.645304,12,7217.436779
385.017331,24,7223.037384
444.120524,30,7230.102704
125.130997,10,7232.638943
420.495272,18,7236.871778
385.849746,31,7244.288853
501.690032,33,7252.033581
388.63054,22,7259.6198
153.473947,11,7262.352536
486.19183,24,7268.037827
749.562462,30,7275.037657
169.153204,10,7277.670757
539.376171,26,7283.94943
122.408748,10,7286.669638
982.939802,56,7299.952013
578.930513,19,7307.05238
492.236905,27,7313.516073
212.049481,12,7316.448909
370.51952,24,7322.18383
623.25912,23,7327.531886
1173.395979,70,7343.699854
521.457009,34,7358.614954
358.015563,12,7361.533577
535.480847,31,7368.814416
265.177597,17,7372.981543
351.094024,26,7379.34919
185.120945,9,7381.76448
184.869597,10,7384.299579
1027.723134,51,7396.014925
704.143067,38,7412.062565
413.639663,21,7417.01453
556.13075,22,7422.628871
462.412496,18,7426.847974
942.726833,41,7436.531413
110.961143,11,7439.38016
281.295042,19,7444.04464
82.860294,8,7446.24373
374.614889,33,7453.845919
509.121515,14,7457.560808
206.21324,12,7460.46204
213.775314,11,7464.080168
631.943696,32,7471.329782
253.060875,12,7474.275172
218.763161,13,7477.328781
231.385252,11,7480.114101
531.33243,30,7487.411298
443.353564,23,7492.875067
342.348645,17,7496.994225
661.938837,38,7513.106006
248.588587,13,7516.293598
389.77014,17,7520.411271
270.114701,12,7523.308273
585.758049,20,7528.22674
73.827256,8,7530.360012
794.144291,46,7541.340109
197.568977,12,7544.256378
769.913948,44,7562.424509
291.343852,12,7565.574716
395.863174,18,7569.98753
263.54172,49,7581.253699
274.497546,10,7583.956718
686.351736,40,7593.287705
596.817038,34,7601.354354
99.673546,9,7603.706295
124.080579,8,7605.856368
543.361688,24,7614.171727
524.488085,19,7618.937068
885.651473,63,7633.505056
425.598539,26,7639.654799
353.654884,20,7644.422626
196.570138,13,7647.554678
759.317,41,7657.05313
658.600443,43,7667.353847
247.959903,17,7672.386774
314.609386,16,7676.321523
514.755377,31,7683.819015
980.51458,47,7694.851237
445.889519,19,7699.552375
108.158811,15,7703.535574
770.620769,34,7711.570164
641.954123,30,7718.80295
190.71841,11,7721.934582
277.211525,12,7727.68477
465.408585,22,7732.998769
272.163461,34,7740.932169
161.018227,11,7743.750605
425.890837,28,7750.700375
557.015192,32,7758.298475
433.647889,23,7763.800059
367.088482,21,7768.766561
1242.545046,71,7791.180636
255.882181,21,7796.180865
171.749561,11,7799.096014
324.384055,17,7803.182724
363.625722,25,7809.013925
1645.897914,93,7831.181757
713.872347,34,7840.963786
150.408185,10,7843.613469
765.320676,33,7851.679476
251.404522,20,7856.528751
543.607414,32,7863.814077
488.406947,27,7870.229048
669.96,40,7879.761899
324.195946,14,7883.413076
119.351217,10,7885.871791
950.692693,47,7899.10724
764.506971,43,7909.028788
968.499827,50,7920.524157
610.193853,27,7927.04479
542.760135,27,7933.292803
1401.291238,75,7950.391486
389.05304,24,7956.424739
362.808108,20,7961.892835
557.059722,45,7972.306336
632.705666,41,7982.346257
408.309021,30,7989.425641
979.99875,50,8000.975492
718.1566,41,8010.722378
251.367002,19,8015.423084
504.419781,20,8020.222562
318.365502,13,8023.553373
2019.552227,115,8051.904756
716.604661,42,8061.689063
344.346301,17,8065.873673
241.606339,16,8069.723542
202.976443,21,8074.722334
884.065079,63,8089.500324
350.240309,23,8094.887792
243.410387,14,8098.485992
1368.505201,67,8113.985197
431.922761,22,8119.218844
330.868023,25,8125.035537
378.180786,33,8132.467419
280.918148,20,8137.102081
452.98551,23,8142.568581
199.839531,17,8146.616931
112.527946,10,8149.01565
93.67134,12,8152.202104
98.092563,9,8154.56819
174.22658,16,8165.684423
578.441585,40,8174.850073
379.371504,32,8182.549419
468.759253,34,8190.364426
587.653711,26,8196.582148
897.819677,47,8207.280514
208.978706,10,8210.16343
149.891066,19,8214.782371
367.438517,20,8219.895565
746.325377,34,8229.248716
524.02796,28,8235.96533
320.858209,21,8241.179264
243.157561,20,8246.230309
344.601337,19,8250.781789
482.437748,27,8257.397914
642.182455,33,8265.276624
455.528307,22,8270.493317
554.648901,17,8274.693797
1033.91836,52,8287.145389
495.598544,22,8292.359279
929.815308,39,8301.746378
1108.553004,51,8314.194344
537.442043,35,8322.591007
142.717703,14,8326.309954
718.014632,33,8334.278132
310.097402,23,8339.89474
1275.42408,72,8363.34387
533.618475,35,8371.458333
387.939539,24,8377.093867
486.882274,18,8381.490158
583.808877,34,8389.425627
121.965311,8,8391.5595
416.896053,31,8398.790872
503.052797,24,8404.508249
344.617441,18,8408.856889
197.72492,15,8417.188169
257.636932,17,8421.121087
420.107458,34,8429.071818
230.105378,14,8432.420788
417.308626,22,8437.754789
941.438618,36,8446.306728
360.774885,24,8452.054008
333.207363,27,8458.655183
1202.413296,46,8472.653916
370.391947,17,8476.936653
195.548732,15,8480.801955
1092.462363,55,8493.22145
540.313603,26,8499.268665
366.250204,23,8505.019007
253.766424,16,8508.802282
289.81835,21,8513.986916
464.961899,24,8529.120493
666.533135,35,8537.40378
927.77421,32,8544.78642
867.924943,40,8554.269716
290.174798,26,8560.581363
487.073989,31,8568.001578
334.200733,20,8572.667066
706.475015,33,8580.381148
805.241867,26,8590.565554
567.631097,22,8595.983131
443.201168,24,8601.598545
469.476944,24,8607.299618
1420.540432,63,8621.729234
686.237072,36,8630.083291
428.76829,25,8636.147421
595.477219,32,8643.982669
1586.871553,83,8665.797149
572.381886,18,8670.314722
472.415159,25,8676.529353
303.069814,25,8682.596921
676.157846,33,8690.346695
717.945643,44,8700.780044
524.196809,21,8719.26259
380.228721,25,8725.260523
298.254848,19,8730.076893
226.301733,19,8734.393413
489.351543,17,8738.744522
196.197195,17,8742.892414
448.474466,21,8747.994207
929.890419,55,8761.193089
652.61924,33,8771.327286
1046.231686,53,8784.776075
647.758264,30,8792.225164
973.607667,47,8803.62665
1001.357093,35,8812.258732
551.126473,18,8817.055383
226.229395,13,8820.441078
963.840741,45,8830.875703
637.079069,31,8843.622153
886.430051,37,8852.3403
425.955923,21,8857.373107
547.697938,32,8864.971008
664.548907,30,8872.021933
539.531917,29,8878.790265
283.074958,17,8883.022883
1106.434649,55,8908.336369
494.088448,29,8915.287069
163.064515,19,8919.736301
390.686075,27,8925.886043
348.194149,21,8930.769302
1210.890009,45,8941.702994
400.516553,21,8946.718863
612.712172,27,8961.635796
539.464524,30,8969.034721
693.32201,26,8975.467891
684.813238,35,8983.917552
519.606865,24,8989.634069
995.050848,46,9000.335067
343.013584,12,9003.367222
817.249601,40,9013.218346
581.779125,36,9022.563856
1622.708756,84,9042.499107
665.823537,36,9050.830756
292.521607,14,9054.465699
264.540789,20,9059.313462
279.498503,16,9063.199034
995.224797,71,9079.494387
568.314961,20,9087.546835
490.004269,28,9094.461269
773.693671,50,9105.879494
1650.557803,73,9123.094871
1186.796327,54,9135.860652
260.023819,19,9140.978724
383.507562,24,9165.760877
185.076891,19,9170.411584
889.658615,39,9179.66153
2183.438431,97,9202.342333
679.876331,26,9208.223804
1479.943922,85,9228.075606
327.942529,26,9237.719502
2256.491409,90,9258.121917
558.457821,20,9262.958631
604.743036,28,9269.541054
602.813589,33,9277.554519
357.787223,23,9283.253581
899.921678,41,9292.85515
877.553504,32,9300.690299
750.176731,48,9312.970128
888.105605,54,9325.436884
1032.869344,43,9335.457681
1102.910457,53,9347.537191
832.522772,39,9356.650769
1200.361459,51,9368.249218
491.087367,20,9373.036829
670.877438,24,9378.518466
618.74711,43,9389.905287
632.347108,27,9396.418912
431.719687,19,9400.832064
295.572562,23,9406.335183
620.408564,47,9417.497049
839.173958,37,9426.431336
385.17743,25,9432.349899
577.002714,24,9438.182117
535.848309,19,9446.266055
711.073348,30,9453.149668
118.411815,8,9455.466948
282.669585,14,9458.798369
971.149978,55,9471.916408
196.16916,15,9476.049482
316.578999,23,9482.049487
199.485722,20,9487.130116
686.160637,39,9496.648555
635.232019,28,9504.345013
1386.484299,60,9518.495722
420.907018,25,9524.447076
2446.137351,113,9550.213192
270.964063,16,9554.193604
456.531607,27,9560.829393
766.107661,42,9570.958735
394.494158,28,9585.161028
201.360593,11,9588.010978
346.669502,18,9592.394563
232.533228,18,9596.842586
526.556625,27,9603.227124
272.748563,18,9607.52634
954.144549,57,9621.107992
356.076074,27,9633.639862
97.474708,8,9635.905605
299.354617,21,9640.908689
325.552261,14,9644.389741
187.413815,19,9648.991855
385.820052,26,9655.258936
902.557747,52,9667.271513
1564.929517,70,9688.255462
191.081105,21,9693.206446
576.776284,24,9698.970677
402.99705,25,9704.690041
910.098602,47,9715.473381
254.312244,16,9719.338097
1012.898076,47,9730.769747
1237.095508,68,9755.621516
1830.760675,86,9775.118556
464.405505,23,9780.717747
272.939484,24,9786.102277
376.171686,28,9792.567784
380.251218,25,9798.468654
1835.080731,73,9815.699345
842.637517,26,9822.573408
489.713052,30,9829.84829
370.366707,30,9836.717652
1683.641544,102,9859.200222
839.527351,34,9866.914284
743.221926,51,9879.532674
443.157414,23,9885.731838
281.455142,15,9889.798828
1067.387264,42,9902.479793
542.443113,33,9910.965464
475.707761,23,9916.564376
516.704704,32,9924.380622
425.079564,22,9929.662615
156.254516,12,9932.731357
683.412078,30,9939.928275
561.382786,34,9947.861461
733.379297,35,9962.112994
1017.674866,53,9973.978178
215.93892,13,9977.242203
656.880141,29,9984.145477
1537.650177,73,10000.959199
172.048435,12,10003.99298
411.890443,22,10009.393584
446.80554,26,10015.476754
543.537121,29,10022.326061
213.052592,12,10028.108591
1122.307564,45,10038.574417
335.306609,25,10044.425736
289.878984,19,10048.976174
522.189112,27,10055.556111
282.494819,16,10059.309151
607.376324,27,10065.855729
437.113562,18,10070.1761
553.543298,29,10076.939596
1223.628801,70,10095.439522
1344.141128,74,10111.922766
236.538741,21,10116.803591
434.146165,22,10122.12362
1170.898973,54,10134.439701
350.284843,17,10138.6727
636.100909,32,10146.105901
319.432566,14,10149.689035
530.178417,20,10154.588844
302.16686,20,10163.319471
454.15528,26,10169.585418
511.555419,24,10175.521589
489.666962,25,10181.454433
689.09093,28,10187.785169
577.707281,29,10194.567747
212.330176,11,10197.500843
274.044589,15,10215.485143
324.185114,16,10219.235532
104.483179,9,10221.466594
1098.468629,44,10231.91528
320.989943,32,10239.201713
468.033456,24,10245.200571
926.453846,52,10257.250746
561.883476,29,10269.850887
455.892759,24,10275.833291
1253.734533,77,10293.497609
571.651059,32,10301.032977
370.005984,18,10305.482876
200.868369,13,10308.630205
558.805248,20,10313.462555
119.748578,22,10318.694808
497.001987,18,10323.082021
809.12166,50,10341.11465
331.050426,18,10345.664304
1083.907892,49,10356.945375
684.063375,30,10364.060455
519.018871,36,10372.361581
178.000622,14,10375.92828
768.175016,39,10385.211919
632.771557,48,10407.844526
482.883827,27,10414.346074
404.192585,37,10422.758337
319.135014,24,10428.56003
636.341501,43,10438.394448
520.298944,19,10442.992637
1391.302527,70,10459.325071
222.191159,22,10466.9076
464.140648,38,10476.075641
827.929148,29,10482.789881
234.613988,12,10485.89008
679.202133,33,10493.624964
691.860943,32,10501.591432
833.550659,41,10511.072372
425.556798,23,10522.557334
1006.977874,41,10531.738112
175.146301,10,10534.454868
781.801708,46,10544.971085
469.910648,32,10552.338602
289.397843,16,10556.286201
384.123238,25,10562.137988
509.31815,25,10568.5557
324.790642,16,10572.336879
654.354733,31,10583.872532
581.044745,27,10590.336563
605.315779,40,10599.954135
927.421152,53,10612.11935
325.188257,21,10617.036267
148.962111,28,10623.318867
435.686577,25,10629.709096
202.018589,10,10632.298994
306.218344,30,10639.550966
133.455389,11,10644.184278
470.902088,17,10648.452157
1175.745963,40,10657.766287
863.359749,35,10665.667615
631.002848,30,10672.584232
253.443466,16,10676.518661
151.697825,10,10679.230851
167.980055,10,10681.833472
525.026209,27,10688.148975
709.653803,36,10696.783465
924.004419,47,10707.964301
1003.915226,45,10718.63006
407.526873,20,10723.465461
619.95261,28,10730.099128
331.877865,24,10735.696237
173.251551,23,10741.347821
484.700251,19,10746.281097
646.120049,31,10767.161056
1067.202945,65,10782.57717
207.797948,15,10786.145056
365.567256,24,10791.643764
888.393981,43,10801.394338
314.232119,15,10804.97834
310.827313,32,10812.692349
844.188664,48,10824.411926
242.483488,19,10830.360375
229.952584,27,10836.809516
907.234121,44,10847.041516
1076.839306,49,10858.227339
177.991039,13,10861.376169
744.022793,33,10891.9422
342.521648,23,10897.308688
227.996956,14,10900.62277
949.789754,46,10911.072893
1262.593035,93,10932.091139
229.155788,16,10936.204754
380.252401,26,10942.406377
402.43385,27,10948.471597
949.154722,26,10954.838954
719.450693,39,10964.838273
2235.423189,112,10990.487072
1130.732809,44,11000.821357
477.176274,27,11007.036669
1523.662813,81,11025.385252
122.977363,11,11028.086562
1299.990848,57,11041.868085
1776.929855,81,11067.666369
1705.42322,82,11086.399567
1194.291103,58,11099.800676
3194.99049,126,11128.012076
767.055327,28,11134.46447
737.911629,39,11143.866354
1036.487204,54,11156.39832
846.327557,43,11168.264766
107.295484,8,11170.498036
314.411304,26,11176.846037
1346.672782,66,11191.695606
843.521525,31,11198.997139
469.158702,26,11205.411809
565.902274,28,11212.328143
412.219912,21,11217.276936
366.197307,15,11227.394763
527.228549,23,11232.792385
1863.668659,76,11249.943847
452.944102,28,11256.495063
1439.405218,80,11274.893779
173.939649,15,11278.492408
1381.613316,51,11290.648282
328.354755,21,11295.690408
650.430481,27,11305.207782
655.861622,26,11311.224313
935.781373,42,11320.975605
889.677889,36,11329.107503
247.697689,15,11332.708424
1756.423117,86,11352.837213
234.689438,12,11355.939778
332.851318,18,11360.802772
407.157842,18,11365.137368
465.951268,28,11371.989367
364.624135,24,11377.656045
585.986998,42,11387.135512
614.877312,31,11394.635484
464.81223,18,11399.021352
255.500829,13,11402.186201
664.780322,34,11410.32112
1141.56672,41,11420.721836
1155.715017,56,11433.437299
894.477684,51,11445.150814
884.396458,51,11456.766428
797.424514,44,11467.203215
734.170112,39,11476.131702
237.254523,14,11479.401761
607.843796,26,11485.471506
420.227822,14,11489.152104
811.712648,29,11497.899564
684.160467,30,11504.78404
1050.572689,47,11515.282405
328.664982,21,11520.232601
933.397905,42,11530.031873
647.445463,26,11536.066834
164.995342,13,11539.162304
440.996631,16,11543.014181
353.330312,28,11549.633047
633.622044,36,11561.781029
644.001764,22,11567.332564
887.935057,48,11578.047686
267.219134,21,11583.013132
994.401524,47,11594.028206
654.854925,26,11600.163949
565.796584,32,11607.795632
589.393589,16,11611.729723
1678.818066,72,11634.510328
663.223344,44,11644.810725
621.511912,34,11652.795785
593.541731,30,11659.658879
547.371318,19,11664.525566
600.417581,27,11670.876786
581.853769,30,11677.894788
204.563506,15,11681.494113
567.849708,21,11686.460603
542.77189,21,11693.542193
285.100577,18,11698.060419
495.308982,16,11702.177258
679.79923,30,11709.407767
458.436414,25,11715.192587
1600.303879,58,11729.274385
84.365394,8,11731.489253
412.547299,24,11737.075868
667.220246,25,11745.656421
1094.152034,51,11757.372892
836.153113,46,11768.02345
775.134804,31,11775.239856
935.327459,43,11784.789765
