#{"t_start": 1713137100.3845654, "env_id": "None"}
r,l,t
501.339401,27,2091.249285
2434.975065,85,2132.795761
283.547897,19,2137.098771
1425.830015,60,2150.413621
2575.426126,75,2167.261685
1142.884234,48,2177.794855
726.186,33,2185.345854
411.3799,27,2206.49222
2219.249691,66,2221.060362
2170.083981,70,2236.606833
1593.53242,55,2248.760532
5445.770159,164,2284.307661
768.6872,38,2292.655517
713.065821,30,2313.514354
3827.656682,107,2337.5568
1327.382225,49,2348.656587
907.18577,37,2356.921478
184.68154,14,2360.25518
2283.949535,93,2381.600775
5020.262649,139,2414.969685
8401.471949,241,2468.634499
327.138809,22,2473.800528
274.121127,17,2478.066794
3714.240356,118,2504.232537
2468.613713,69,2519.963637
3848.654044,116,2552.864185
10776.950642,312,2620.661062
2986.205578,117,2646.660116
162.243595,16,2650.292627
2505.991709,63,2664.377785
371.093463,33,2672.359209
563.2315,27,2678.390978
2163.170571,71,2703.99368
363.197621,21,2708.758183
1406.956425,47,2719.272606
1399.196078,62,2732.873023
1749.594319,53,2744.539339
1317.538335,47,2755.672263
360.067065,23,2773.006809
3420.069922,99,2794.90477
7191.393133,223,2845.269817
7912.45035,247,2900.101993
4700.060959,139,2931.098714
1020.019463,39,2940.482833
821.102737,43,2950.231319
2406.023198,70,2970.114956
306.664192,16,2974.07897
937.396496,49,2984.894158
348.014834,20,2989.311813
3212.600005,106,3012.644699
4047.981866,110,3058.756927
579.169598,32,3065.994837
2222.068555,73,3082.526428
1490.056557,59,3095.890495
1408.677382,55,3108.792176
2766.634024,86,3150.174116
2033.567939,70,3166.037452
646.92488,28,3172.322763
915.466509,45,3182.570348
427.553655,26,3188.188241
2058.688888,89,3208.237411
350.109148,23,3216.537715
1099.143064,42,3226.433685
588.865183,25,3232.119312
420.505082,24,3237.238033
622.710754,23,3242.501829
2218.485714,99,3287.084806
224.790873,15,3290.585979
2539.047871,87,3309.501599
1676.665546,59,3322.665746
1161.828707,54,3334.698872
3000.012517,100,3379.397132
637.704684,27,3385.51438
1617.000685,58,3398.297512
2433.833106,89,3418.262536
6074.150587,207,3463.110369
653.352232,28,3469.860755
882.278533,38,3494.143896
9466.088082,318,3563.841136
7199.459752,223,3613.055799
3794.179037,129,3640.733339
5877.970805,226,3690.901491
1539.796425,57,3726.883555
3551.169383,118,3753.115458
1750.279388,66,3768.031192
2110.183853,76,3785.327204
2785.22446,94,3806.031008
1134.758758,33,3813.68013
994.813662,40,3822.945221
4066.496551,117,3854.95892
1394.802261,48,3865.742252
2171.24158,68,3880.460722
1113.594597,44,3890.276615
4001.348283,114,3915.643851
3142.277017,90,3937.291604
1352.371407,61,3954.040573
5203.820765,159,3990.296779
858.418669,40,3999.138415
1529.413412,58,4012.10588
1814.334406,61,4026.321015
1197.984598,39,4035.572574
1067.603784,40,4044.854602
397.94824,17,4048.968636
1489.654073,55,4061.952638
1215.639212,51,4073.436898
1677.248057,74,4089.89924
2419.684185,77,4107.115623
2117.477929,64,4121.184271
1363.422797,50,4132.734957
1296.849675,49,4143.947952
1882.173371,68,4159.517648
1842.357875,64,4174.015617
267.021729,18,4178.148107
1238.280145,41,4187.731798
4954.05998,151,4221.330633
404.07793,24,4226.897946
164.686325,11,4246.160587
1178.622224,50,4257.094547
1941.867651,55,4269.395238
461.368964,26,4275.362456
3234.609658,99,4297.877847
1067.688237,44,4308.158363
1373.805355,64,4335.761081
8695.053831,257,4392.106855
8500.239593,242,4445.120389
8899.134816,282,4507.469434
2101.010739,63,4521.501644
2359.003342,70,4537.801286
2332.978411,74,4561.167554
2624.476631,77,4578.048663
1624.702328,74,4594.233492
1266.033169,41,4603.696261
276.992691,22,4608.980327
1431.653872,81,4627.49549
4551.064295,137,4662.663167
484.243958,22,4667.930645
3633.054951,105,4691.19315
541.696287,23,4696.529397
5268.829971,169,4734.294172
3176.662182,91,4777.34066
3515.65521,133,4806.908682
4798.201027,139,4838.557068
300.775249,24,4843.938247
386.117685,23,4849.355025
1435.876101,54,4883.403012
2095.795699,61,4897.037917
3727.396824,109,4920.804067
1245.921375,34,4928.419219
1342.536608,50,4939.885046
1452.434702,53,4974.501804
294.289707,18,4978.850229
820.141033,33,4986.383364
3315.872599,98,5007.583613
5750.345422,167,5044.931824
1752.898796,53,5079.880332
5849.362189,189,5120.945235
6945.008925,203,5164.842606
2994.217937,95,5186.742169
11452.912196,401,5275.121702
1457.861653,48,5308.502702
2071.301598,65,5323.22108
4347.708858,124,5350.685351
932.221421,33,5358.316905
2890.446035,89,5377.748542
312.639685,17,5404.097165
688.833346,35,5411.76687
6389.128843,174,5449.94698
269.725991,15,5453.530729
3461.390908,93,5473.881314
1105.1605,38,5482.645535
253.038777,18,5500.847395
1196.836096,43,5510.709295
4921.405529,145,5542.794516
715.218986,26,5548.847126
887.235369,35,5557.077687
324.573879,18,5561.710215
2131.971228,78,5579.423903
1257.427297,62,5594.506583
3766.13199,124,5621.506945
225.926065,13,5624.710898
4757.259443,127,5652.571018
415.776765,23,5657.941954
571.510521,23,5663.623323
1643.404524,66,5678.888107
6202.902992,181,5721.37176
4884.443144,141,5752.568952
5673.233735,179,5791.533908
9266.131181,261,5849.699218
11156.027553,348,5927.779638
272.511061,15,5931.312955
5938.911964,203,5995.460575
6905.014861,204,6040.872935
300.190834,18,6045.057755
6581.219788,220,6093.972401
2767.089134,102,6115.738612
3949.890596,119,6165.418431
4597.967904,125,6193.068805
2012.765341,77,6210.651357
263.208569,16,6214.401762
307.41973,17,6218.366784
489.874104,21,6223.549245
753.617395,33,6249.649133
6594.428057,200,6294.364363
902.96635,36,6302.698527
2329.862725,72,6318.895827
2582.065598,86,6338.245135
1591.076609,65,6353.112734
4920.619845,155,6394.760366
2665.022213,84,6413.928012
3040.308694,88,6433.72444
930.511201,40,6443.09129
3257.218477,91,6463.106435
407.203603,27,6469.175148
822.622179,28,6492.190161
266.324115,17,6496.091057
294.326469,16,6499.970806
436.956905,24,6505.485629
704.073484,32,6512.837873
1841.132096,68,6550.455417
2219.022019,67,6565.254981
881.430285,35,6573.086882
885.514022,37,6581.520143
2519.729536,78,6598.852806
1774.524949,56,6611.601906
2940.324504,92,6641.899475
1177.464223,33,6649.499369
9434.464141,288,6712.562316
693.529693,22,6717.661866
2483.419755,76,6734.479223
594.988721,25,6740.746891
4484.130115,157,6794.077014
303.673097,17,6798.326084
3505.037853,109,6823.658625
528.927204,26,6829.673289
4943.111317,145,6862.459982
376.912282,25,6868.375921
449.439171,20,6873.324839
263.98554,26,6879.472918
198.150475,14,6883.257339
1721.98842,54,6899.138909
7298.946982,207,6944.471483
247.74135,16,6948.169492
2613.51306,87,6967.819991
3975.443786,149,7001.052325
127.270181,14,7004.56794
694.549821,25,7010.550442
886.864666,43,7020.335051
4930.238701,155,7058.434326
1551.961213,46,7068.815642
1970.375616,80,7086.380183
690.388544,32,7093.765859
8280.238552,258,7151.413964
861.832208,49,7162.746114
5294.183168,160,7209.277237
11039.63868,345,7285.591924
2020.254299,69,7301.3381
2020.027484,75,7318.241456
611.885026,31,7325.425018
2561.830709,92,7346.171916
1550.841107,69,7364.023143
5279.132937,152,7398.285844
9312.862745,275,7459.05033
6168.255083,212,7505.633055
5377.343078,165,7542.643638
1776.473899,56,7555.430603
318.904124,18,7559.745506
7721.870762,250,7620.510682
15985.285297,472,7724.790093
1550.783851,74,7741.155775
224.497205,17,7745.273801
4334.040493,125,7772.538593
1773.228126,51,7806.171657
874.247162,42,7815.703546
8750.492867,272,7875.268825
2209.462808,70,7890.747779
1818.410379,50,7901.613019
761.41024,45,7912.165648
404.545944,16,7916.131718
303.174841,17,7920.168269
1366.343058,65,7939.932179
1300.737225,47,7950.515867
3041.345265,113,7975.496179
337.775928,23,7980.947911
3561.137306,109,8005.759042
622.497293,29,8012.892928
190.406068,25,8018.928854
1092.705127,44,8039.694539
1195.448873,44,8049.876351
668.502955,33,8057.660177
960.73887,48,8068.875061
425.333109,24,8074.392771
1024.698462,43,8084.241296
385.392336,16,8088.191671
446.419217,25,8094.407408
614.720646,30,8106.040983
208.258153,14,8109.624786
6072.63226,163,8146.523702
327.75143,20,8151.339972
2497.00284,73,8167.389209
993.165118,40,8176.621656
1837.132736,55,8202.905288
2035.819868,76,8219.653392
1335.473155,42,8228.838267
561.422764,24,8234.452075
298.729538,16,8238.304816
610.178056,30,8267.086421
3811.74042,129,8295.568277
573.963682,26,8301.466933
4045.83418,155,8335.782935
6499.229222,180,8375.630098
1547.830813,61,8412.497176
1493.319492,56,8425.40965
270.121113,22,8430.36192
854.647925,31,8437.628993
315.417324,16,8441.495553
781.842238,31,8448.760507
579.724269,24,8454.194437
8009.85098,250,8521.042059
1175.409604,46,8531.306973
767.358223,30,8538.359175
2765.575463,101,8561.004293
2197.990042,66,8575.872886
1842.027814,55,8588.237724
625.098255,26,8604.235685
1148.768708,45,8614.271167
3847.391002,102,8636.736853
1216.838377,42,8645.982726
289.630728,18,8650.169316
1029.663003,43,8660.152683
296.767105,16,8663.967705
2497.394052,79,8691.383255
1904.984772,62,8705.269123
1513.849106,51,8716.797411
4592.591052,140,8748.184111
553.711789,30,8755.182465
630.986888,25,8761.099839
356.459017,18,8765.866454
1425.726198,46,8777.047061
1772.8952,57,8792.481833
1220.356627,44,8802.130412
1408.547234,49,8813.045805
2458.366132,99,8835.064892
1462.996625,44,8844.779233
1676.444204,57,8857.778966
1444.538579,67,8881.679134
471.08059,24,8887.293811
1915.384407,59,8900.843188
1791.433827,56,8913.277772
2527.385014,79,8930.607992
3376.586767,87,8950.339654
2747.816356,81,8971.741252
2190.314146,72,8988.237436
2204.950939,65,9003.039413
3026.777504,107,9026.704425
568.899988,27,9032.852978
637.768943,27,9039.105087
1402.456278,56,9051.354712
2273.487564,90,9075.618579
2224.265552,68,9090.6353
872.97942,33,9098.299102
3323.656327,99,9120.735104
1857.448599,65,9135.529337
1413.077484,60,9148.582337
1118.986286,49,9168.915071
1771.70963,66,9183.948973
1189.763617,39,9192.748904
3251.528648,93,9212.844398
1648.60759,51,9224.381423
1024.776029,40,9256.011347
4941.710065,163,9291.992638
2361.768279,66,9306.428551
2288.245139,92,9326.827446
1965.576857,70,9342.760356
640.420371,31,9349.638453
542.594728,26,9355.874942
274.315003,14,9359.542893
4252.32621,128,9395.090707
4407.333857,130,9424.13686
4645.357872,133,9452.604255
1424.771671,48,9463.670684
217.277118,17,9467.566829
6591.022794,197,9533.766185
463.48449,24,9539.505357
1144.838124,45,9549.618818
1650.389311,53,9561.567027
1470.413478,43,9571.032933
2126.464268,73,9587.896079
647.934443,20,9598.582092
570.806218,22,9603.845716
2239.562412,82,9622.53268
1468.683846,55,9634.6152
1172.471904,42,9644.362841
1100.252595,40,9653.544645
1405.355043,45,9664.16071
1081.098445,40,9676.662633
1786.967403,50,9687.780058
3056.731073,83,9706.395106
7395.495785,211,9753.678862
1612.391047,56,9766.427005
1368.731434,66,9781.27622
238.55557,14,9784.542379
200.355435,16,9788.322469
2145.051323,69,9804.923549
369.126941,16,9808.859364
303.999635,16,9812.574176
1412.770145,53,9824.321872
3479.373627,119,9851.187036
157.22198,21,9856.2382
4483.728397,122,9902.118954
472.419214,21,9907.083435
2620.443967,83,9925.953315
1538.943041,47,9936.8832
1133.908616,47,9947.800861
1688.842861,60,9962.099647
396.704286,18,9966.367085
407.77208,24,9977.149444
1184.927877,52,9989.181171
2548.854289,71,10005.483364
1422.333471,46,10015.94888
363.839877,20,10020.898958
722.69464,37,10029.766156
330.087536,16,10033.864631
3588.397105,113,10070.231252
1195.81608,54,10082.045678
567.316754,32,10089.378182
6263.918999,200,10134.658554
642.764312,23,10139.893651
915.945481,38,10148.808594
1276.885317,38,10157.69424
1919.122412,62,10177.47554
1252.763068,44,10187.692265
1111.219684,42,10197.175941
2350.545574,68,10212.774031
2193.800958,78,10230.390548
521.316848,33,10237.807232
1134.889641,38,10261.171977
1150.629598,43,10270.920135
6196.877651,183,10312.735871
376.924081,14,10316.085416
5409.999408,151,10349.702849
1547.675666,66,10364.301737
5792.669792,168,10409.600279
569.968377,23,10415.200224
2085.944687,54,10427.749109
1622.497505,58,10440.713371
1821.725189,59,10454.415317
2192.222479,87,10496.746907
300.433167,16,10500.479088
3844.441791,121,10528.542723
1003.152158,32,10536.393438
9373.492542,262,10594.275912
2578.051754,82,10612.907531
3300.837197,94,10638.423797
234.341264,15,10641.804483
3742.078863,104,10665.138904
1105.233772,41,10674.236977
2322.833574,71,10689.888023
2164.308899,73,10706.204984
2774.968694,83,10730.087223
1778.328867,47,10740.53618
890.935784,33,10747.954464
2236.001458,72,10764.017596
675.269166,29,10770.486519
800.869267,40,10779.768165
2315.618024,67,10808.668576
795.536388,27,10815.083952
1051.649072,33,10822.6508
4144.544399,121,10849.749093
1243.726251,56,10862.231276
2007.008262,81,10880.482395
1727.249494,64,10899.347606
1195.347067,37,10907.612521
942.385356,25,10913.644225
707.733503,30,10920.630348
222.920649,13,10923.662876
818.586971,36,10931.877857
1345.87283,49,10942.862945
1483.99206,46,10957.127548
346.905943,16,10960.9116
1120.354394,38,10969.577616
512.020206,17,10973.694039
494.945983,21,10978.858171
235.007309,18,10982.993699
1410.77795,53,10995.176922
5540.135296,162,11037.038804
1724.497618,51,11048.523202
1056.42502,34,11056.438764
1351.991024,44,11066.672601
4219.860328,118,11093.07199
264.777327,15,11096.788964
1939.505433,55,11109.755105
2478.45728,75,11133.468701
570.399891,28,11139.687073
1341.335373,40,11148.803747
2148.793426,67,11164.558216
361.52058,16,11168.568425
309.957947,22,11174.153656
212.233717,16,11177.919721
784.821879,43,11187.985568
853.789847,33,11200.25288
6182.084247,184,11240.964504
479.175624,25,11246.667716
304.651351,20,11251.233678
326.103652,21,11256.115569
451.629806,23,11261.532318
984.311974,33,11269.312428
554.382931,23,11284.61616
1403.778043,55,11296.798448
809.22012,35,11304.894948
3195.872275,94,11326.044689
285.906484,15,11329.646268
2675.405277,94,11351.677211
413.879996,27,11359.46231
2709.133472,80,11377.162499
4570.570228,139,11408.276298
1824.887061,83,11427.043055
163.925668,16,11430.942597
337.194057,18,11435.206356
1282.514061,39,11444.307261
489.206356,24,11449.940537
1945.569168,57,11467.490235
230.817264,16,11471.304521
3368.656635,105,11494.423619
3129.33012,98,11516.220671
3004.485312,86,11535.521767
404.524045,28,11541.953481
2386.558923,68,11557.436927
4418.852903,127,11586.383833
529.43811,22,11591.401939
512.326013,22,11596.50347
1197.329293,40,11605.983408
2092.644233,70,11622.052901
3041.696443,94,11665.546401
347.219571,15,11669.064521
1026.696047,42,11678.313029
2935.521402,97,11699.747418
667.803525,29,11706.34914
298.687126,18,11710.598017
365.448471,22,11715.565226
4340.513291,124,11756.429717
1275.547716,47,11766.84485
1236.021087,49,11778.07504
935.823373,49,11788.626152
1082.723115,39,11797.643435
849.803456,37,11828.076431
412.472111,19,11832.394035
961.110305,34,11840.559541
404.609422,16,11844.292561
2258.381005,66,11859.441641
496.081193,24,11865.537931
426.72614,21,11870.442431
602.510964,27,11889.32343
1043.44373,43,11898.958203
1199.227455,42,11908.422892
3328.92909,105,11931.470693
2137.785926,68,11946.655296
533.456656,27,11952.722292
219.460353,14,11972.403552
1344.51141,40,11981.751085
2714.368585,91,12001.519092
4075.687014,118,12027.04911
427.894091,18,12031.136784
916.995075,38,12039.998436
591.871157,22,12045.113818
694.643311,30,12061.413977
1592.271622,52,12073.166309
576.923114,22,12078.168087
611.167472,26,12084.098555
1052.587648,34,12091.683913
2137.262699,78,12109.279728
1642.091469,41,12123.477705
907.479018,39,12131.964608
1706.196414,59,12144.930889
2462.881694,86,12164.113728
2196.581172,63,12178.278009
634.624725,26,12184.379767
1120.572183,55,12196.676144
3488.735908,103,12223.74176
3104.866388,92,12244.408863
2706.415765,79,12262.526336
2126.102321,65,12276.756957
1431.515176,54,12288.821568
1820.146807,65,12304.458388
2763.167086,80,12330.487955
2224.680413,58,12343.286999
647.575302,23,12348.456771
3429.448507,120,12374.272883
1070.942639,47,12385.086811
635.587257,27,12391.469028
384.898659,24,12396.984083
892.800187,41,12406.137402
1336.719192,49,12418.786069
192.853185,14,12422.186411
1510.849509,45,12432.103806
1682.563976,45,12442.202256
553.714336,27,12448.400698
1336.543024,42,12458.002095
1040.7397,39,12480.146753
1017.609252,33,12487.498475
3376.372338,100,12510.266603
781.162225,33,12517.881322
711.186249,37,12526.464722
1605.71509,54,12561.547535
806.34563,39,12570.312551
2206.796881,57,12583.513897
1046.275317,39,12592.261335
947.600716,47,12602.809468
2527.19719,86,12622.479508
1104.575463,34,12633.261769
943.575232,45,12643.847716
3292.782738,89,12663.711072
2499.351264,84,12682.515583
2208.618489,71,12697.857062
682.264642,23,12703.758929
1076.207755,35,12729.707603
1327.620634,45,12739.557104
882.208285,28,12746.19035
267.021728,26,12752.271297
757.835327,32,12759.656441
783.739527,34,12767.589224
1543.260443,51,12778.922841
753.254623,26,12788.8221
2389.76503,81,12806.788574
3974.225341,113,12832.018215
1465.300974,48,12843.000888
281.511459,18,12847.301973
2246.022661,73,12864.102325
435.809381,27,12870.084111
1673.462018,58,12884.069034
1128.352022,44,12894.113269
4892.315201,150,12927.281434
639.341032,35,12935.23279
924.687522,37,12943.612664
627.655328,28,12950.181295
310.600276,17,12954.397107
589.534799,24,12959.915225
2784.252269,88,12986.179013
6098.802923,193,13028.995964
641.493429,24,13035.159965
5627.680585,149,13069.942093
645.580151,24,13075.943961
1668.506858,64,13091.309103
563.199199,33,13107.241109
608.159519,38,13116.00819
1747.700167,59,13129.390561
924.741361,35,13137.208022
2523.937606,83,13155.938635
35.803475,12,13158.92338
291.353395,15,13162.45694
1297.830876,40,13171.62349
1659.236191,50,13190.602629
808.615621,32,13197.768824
1144.475577,34,13205.488223
883.750468,28,13211.802844
2050.939796,65,13225.820986
53.336512,9,13228.070551
646.874048,30,13234.918156
725.599184,30,13242.004454
276.379165,15,13245.454307
1666.350854,60,13262.419694
4489.933944,141,13293.031433
4866.670942,161,13327.716465
1384.922994,65,13342.150326
306.518521,15,13345.733756
248.617553,14,13349.264361
2428.094063,65,13364.329545
536.347637,19,13373.881146
2245.186808,70,13389.798255
2044.54213,56,13402.030402
1517.722496,50,13413.428074
190.231649,15,13417.179344
909.620336,31,13424.229941
286.963837,15,13443.561157
1467.68256,48,13454.508721
1677.791558,61,13469.092155
1177.275305,35,13477.077308
1939.647639,58,13490.210992
888.032786,33,13497.892911
829.633179,38,13506.574537
2276.26673,59,13526.306136
1184.426066,35,13534.306586
381.381341,18,13538.725532
1399.108786,43,13548.488271
2276.429484,61,13561.956413
333.403504,15,13565.441816
1458.436934,43,13575.372024
325.331868,22,13580.490951
3341.820224,95,13606.689386
2129.795468,68,13622.022358
2048.501571,68,13637.136492
938.075161,27,13643.421575
399.802199,17,13647.519776
815.507633,33,13655.304429
2224.255556,73,13686.335879
1129.074516,49,13697.436301
546.917528,23,13702.568448
1321.642587,52,13714.433656
440.40749,20,13718.982654
999.917494,51,13730.733827
363.270268,26,13736.550253
429.446522,21,13746.683074
813.200232,32,13753.916587
422.920028,18,13758.248868
875.00343,37,13766.633337
1927.453515,61,13780.114841
565.463521,25,13786.19908
985.121454,41,13795.518955
187.817605,22,13801.080393
627.895747,26,13809.998492
2991.781895,93,13830.697021
1921.528429,57,13843.528173
2973.053273,88,13863.794631
514.684256,23,13868.928338
118.921393,13,13871.993879
1573.985314,50,13883.428695
462.406301,36,13892.044512
2322.331909,71,13908.875092
3475.46019,104,13932.441985
2183.438762,60,13946.205834
832.766795,49,13957.058333
2320.485283,71,13973.34195
1396.368494,48,13984.637459
1139.708149,34,13992.53731
183.101401,13,13999.80736
237.364323,13,14003.174185
1734.584342,55,14015.222163
6364.831668,189,14055.904944
356.161011,24,14061.354496
351.790253,23,14066.85444
2015.288447,72,14082.902919
5972.948559,178,14124.102213
784.645679,29,14130.801603
1760.495238,53,14142.401636
3523.786082,114,14167.450886
328.520384,18,14171.996926
916.959571,33,14179.500215
739.283867,31,14186.69642
372.970449,20,14191.448987
803.472299,25,14201.249395
431.139269,28,14207.614604
423.087231,23,14212.794698
213.846717,28,14219.215715
362.396892,20,14223.747707
476.496706,27,14230.498431
520.04233,20,14235.460341
542.346684,22,14240.562533
1325.977827,44,14257.796718
3933.608607,120,14283.898694
2127.267891,58,14297.080011
555.222255,24,14302.51025
9979.928328,300,14368.942325
936.387404,39,14377.639827
731.840581,30,14384.372147
1376.226416,42,14401.272432
6696.865751,206,14447.987091
1655.7086,65,14462.703249
272.669114,15,14466.338754
978.028503,39,14475.27064
1656.295112,69,14490.803966
720.213986,30,14497.700757
2280.299395,64,14512.203565
1552.666198,53,14524.319458
3560.539346,97,14546.268178
2095.881166,80,14564.39808
2183.413304,69,14579.782347
496.939007,29,14586.898241
444.553833,26,14592.597539
1421.273585,44,14602.601029
3165.035386,81,14621.398997
1303.273057,42,14631.181347
1454.748954,57,14643.778392
2552.640127,79,14661.494984
1712.651893,60,14674.709832
486.42759,22,14679.660354
589.797425,29,14686.36139
548.757806,25,14703.326991
3039.332502,92,14723.560425
1368.494227,47,14734.161314
883.638494,33,14742.026998
267.360634,20,14746.960165
1211.625952,50,14758.692548
642.907017,22,14763.760478
452.379298,25,14769.556066
704.375612,29,14777.208621
2246.195131,70,14793.389147
632.40875,24,14799.123112
2168.383357,62,14813.755964
291.475256,15,14817.353268
1399.36434,53,14851.370829
1084.832042,36,14859.737893
1176.76114,34,14867.655119
1036.237231,26,14873.674636
953.886794,30,14880.486121
143.536643,18,14884.70389
2288.645445,78,14902.704946
4392.64802,125,14931.284284
484.022121,24,14936.851801
1404.927961,55,14949.716283
301.243178,15,14953.351558
549.544252,22,14958.55127
2034.782518,57,14971.467328
649.248824,32,14979.083324
1538.165149,47,14992.36535
754.188087,35,15000.646332
816.378163,36,15009.047132
2846.409741,93,15029.480799
742.258882,44,15039.782617
165.624437,14,15043.264556
725.44441,35,15051.730625
1242.985929,41,15061.012866
2406.986255,65,15078.079592
1098.993108,37,15086.79526
4658.942322,122,15114.061378
1133.558944,33,15121.378406
798.185645,33,15128.927525
654.907621,29,15135.625644
864.93111,29,15142.49182
807.435035,39,15151.411142
415.888848,20,15156.826963
692.48395,26,15162.827524
2654.033585,77,15179.977097
2163.441281,69,15195.725883
1199.273366,48,15206.407971
113.242747,13,15209.524863
2477.232053,79,15227.624399
2124.107134,57,15242.591027
1272.16939,41,15251.97199
1847.006963,49,15262.540635
688.378477,26,15269.086866
452.223366,18,15273.286736
1479.525628,49,15284.569903
271.71431,18,15289.222272
1650.657793,61,15310.302397
3616.902088,105,15334.40053
3648.885856,118,15360.415086
961.484654,40,15369.549279
997.856704,31,15376.602315
1132.422871,40,15408.614774
1157.133605,41,15417.799709
614.395521,26,15423.714625
1539.374349,49,15434.765734
1037.680505,45,15444.632237
7182.211887,194,15510.346266
3909.164221,121,15536.329029
2355.11334,78,15553.474653
832.542619,30,15560.075685
2533.403525,78,15577.209774
389.918605,19,15581.510099
1025.192621,36,15589.442309
545.197783,28,15595.593353
4376.885155,124,15627.142566
3496.884182,114,15652.357103
1688.891783,53,15664.157178
637.782939,33,15671.571133
762.193218,24,15676.887708
724.801529,38,15685.355757
1011.457103,37,15693.756655
509.029398,29,15706.472406
1147.384842,45,15716.586969
3363.744335,106,15739.621383
645.631996,30,15746.469227
1931.127693,60,15759.835846
1967.971524,53,15771.75261
1677.393739,45,15781.767694
1391.458289,50,15793.536233
1260.996182,52,15804.831473
471.235947,23,15810.098626
2847.944462,83,15827.901167
907.422352,33,15835.666567
2721.670258,88,15855.348263
7037.851056,214,15905.68127
471.781741,21,15910.81125
3268.471132,92,15931.277908
1235.520463,51,15943.027986
834.389951,28,15949.243522
681.564249,26,15955.376208
423.159886,22,15977.075229
2614.851292,77,15994.490355
3661.062722,111,16019.523507
242.031349,14,16022.907303
674.320854,30,16029.657946
2463.810102,81,16048.075397
2414.057568,67,16067.622421
8654.241165,253,16123.855443
5895.165128,197,16167.321168
266.505858,16,16171.135774
1122.703256,50,16182.23428
2935.430508,99,16204.700515
678.172274,25,16211.134726
2305.371939,62,16224.865994
329.873598,16,16228.766626
637.529383,23,16234.333485
2295.668536,66,16249.548876
1044.206968,40,16259.149935
627.396554,27,16265.445403
3786.509109,114,16299.113306
2200.800087,63,16313.182745
561.378785,29,16319.509765
2146.615804,54,16331.5963
1951.887854,63,16345.829598
345.968999,22,16350.777264
926.037398,48,16361.793524
1426.228808,43,16378.093804
1198.347884,42,16387.81228
4518.569529,132,16416.909749
5352.400273,140,16448.056544
2330.054104,65,16462.525129
274.777238,15,16466.074863
1464.310977,52,16478.023766
166.816754,12,16481.106125
4932.398181,138,16516.889568
2284.002867,76,16533.87314
833.978188,34,16541.671997
4484.605678,123,16568.952368
754.469278,27,16574.968502
423.571798,19,16579.254238
2565.824111,77,16596.534752
1911.082344,60,16610.918786
1431.683233,44,16620.468135
1402.25487,53,16632.233197
1100.885577,41,16641.417963
